Mass,Relative%,Description
204.125437,0.12%,"adduct of histidine with CH3O radical(add NH4+), with the error of 0.0024. reductive amination product of valine and alpha-ketobutyric acid(add H+); reductive amination product of leucine and pyruvic acid(add H+), with the error of 0.0014.decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and tryptophan(self), with the error of 0.0006.decarboxylation coupling (RCOOR') product of 4-pentenoic acid and hydroxyproline(add H3O+), with the error of 0.0016.decarboxylation coupling (R-R') product of cysteine and histidine(add NH4+), with the error of 0.0026.decarboxylation C-N coupling product of cysteine and histamine(add NH4+); decarboxylation coupling (R-R') product of leucine and n-acetyl cysteine(self), with the error of 0.0036."
204.127932,0.05%,"adduct of histidine with CH3O radical(add NH4+), with the error of 0.0049. reductive amination product of valine and alpha-ketobutyric acid(add H+); reductive amination product of leucine and pyruvic acid(add H+), with the error of 0.0039.decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and tryptophan(self), with the error of 0.0019.decarboxylation coupling (RCOOR') product of 4-pentenoic acid and hydroxyproline(add H3O+), with the error of 0.0009.decarboxylation coupling (R-R') product of cysteine and histidine(add NH4+), with the error of 0.0001.decarboxylation C-N coupling product of cysteine and histamine(add NH4+); decarboxylation coupling (R-R') product of leucine and n-acetyl cysteine(self), with the error of 0.0011."
186.092184,10.33%,"adduct of histidine with CH3O radical(self), with the error of 0.0042. decarboxylation coupling (R-R') product of pyruvic acid and phenylalanine(add Na+), with the error of 0.0032.decarboxylation C-N coupling product of alpha-ketobutyric acid and cytosine(add H3O+), with the error of 0.0002.decarboxylation coupling (R-R') product of cysteine and histidine(self), with the error of 0.0008.decarboxylation C-N coupling product of cysteine and histamine(self); adduct of uracil with Cl radical(add K+), with the error of 0.0018."
185.069067,0.16%,"adduct of histidine with NO radical(self); adduct of hydroxyproline with CH3O radical(add Na+), with the error of 0.0021. decarboxylation coupling (RCOOR') product of fumaric acid and proline(self), with the error of 0.0011.dopamine add 2 oxygens(self), with the error of 0.0001.decarboxylation coupling (R-R') product of cysteine and hydroxyproline(add Na+), with the error of 0.0029."
211.16958,0.03%,"adduct of histidine with OH radical(add K+), with the error of 0.0004. "
189.016593,0.26%,"adduct of hydroxyproline with Cl radical(add Na+), with the error of 0.0004. "
179.091071,0.18%,"adduct of hydroxyproline with NO radical(add NH4+), with the error of 0.0001. decarboxylation coupling (R-R') product of pyruvic acid and tyrosine(self); decarboxylation coupling (R-R') product of malonic acid and phenylalanine(self), with the error of 0.0029.reductive amination product of 4-aminobenzoic acid and acetone(self), with the error of 0.0039."
161.060362,0.05%,"adduct of hydroxyproline with NO radical(self); decarboxylation C-N coupling product of alpha-ketoglutaric acid and urea(add H+), with the error of 0.0044. "
171.053432,0.10%,"adduct of hydroxyproline with OH radical(add Na+), with the error of 0.0024. decarboxylation C-N coupling product of glycine and o-phosphorylethanolamine(add H+), with the error of 0.0004.decarboxylation coupling (R-R') product of glycine and n-acetyl cysteine(add Na+), with the error of 0.0026."
174.055406,0.05%,"adduct of hypoxanthine with CH3 radical(add Na+); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and malonic acid(add Na+); decarboxylation coupling (R-R') product of itaconic acid and malic acid(self); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and itaconic acid(self), with the error of 0.0024. "
304.062479,0.02%,"adduct of inosine with Cl radical(add H+), with the error of 0.0045. reductive amination product of guanine and alpha-ketoglutaric acid(add Na+), with the error of 0.0035."
210.061398,0.04%,"adduct of inositol with NO radical(self); adduct of glucose with NO radical(self); adduct of galactose with NO radical(self), with the error of 0.0004. ascorbic acid add 1 oxygen(add NH4+); decarboxylation coupling (RCOOR') product of malic acid and malonic acid(add NH4+); decarboxylation C-N coupling product of malonic acid and guanine(add H+), with the error of 0.0006.reductive amination product of glycine and oxaloacetic acid(add H3O+); decarboxylation C-N coupling product of oxaloacetic acid and serine(add H3O+); decarboxylation coupling (RCOOR') product of oxaloacetic acid and serine(add H3O+), with the error of 0.0046."
220.060396,0.03%,"adduct of inositol with OH radical(add Na+); adduct of glucose with OH radical(add Na+); adduct of galactose with OH radical(add Na+), with the error of 0.0044. tyrosine add 1 oxygen(add Na+), with the error of 0.0014.decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and n-acetyl cysteine(add H+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and n-acetyl cysteine(add H+); decarboxylation C-N coupling product of fumaric acid and methionine(add H+); decarboxylation coupling (RCOOR') product of fumaric acid and methionine(add H+), with the error of 0.0036."
179.085945,0.14%,"adduct of itaconic acid with CH3O radical(add NH4+); adduct of alpha-ketoglutaric acid with CH3 radical(add NH4+), with the error of 0.0049. decarboxylation coupling (R-R') product of n-acetyl cysteine and serine(add H+); decarboxylation coupling (RCOOR') product of glycine and methionine(add H+); decarboxylation C-N coupling product of glycine and methionine(add H+); decarboxylation C-N coupling product of methionine and glycine(add H+); decarboxylation coupling (R-R') product of pyruvic acid and n-acetyl cysteine(add NH4+), with the error of 0.0009.decarboxylation coupling (R-R') product of cysteine and itaconic acid(add NH4+), with the error of 0.0001."
170.022111,0.18%,"adduct of itaconic acid with OH radical(add Na+); adduct of fumaric acid with CH3O radical(add Na+); adduct of oxaloacetic acid with CH3 radical(add Na+), with the error of 0.0021. decarboxylation C-N coupling product of glyoxylic acid and o-phosphorylethanolamine(add H+), with the error of 0.0011.adduct of adenine with Cl radical(self), with the error of 0.0009.decarboxylation coupling (R-R') product of glyoxylic acid and n-acetyl cysteine(add Na+), with the error of 0.0019.decarboxylation coupling (R-R') product of cysteine and fumaric acid(add Na+), with the error of 0.0029."
170.024957,0.18%,"adduct of itaconic acid with OH radical(add Na+); adduct of fumaric acid with CH3O radical(add Na+); adduct of oxaloacetic acid with CH3 radical(add Na+), with the error of 0.005. decarboxylation C-N coupling product of glyoxylic acid and o-phosphorylethanolamine(add H+), with the error of 0.004.adduct of adenine with Cl radical(self), with the error of 0.002.decarboxylation coupling (R-R') product of glyoxylic acid and n-acetyl cysteine(add Na+), with the error of 0.001.decarboxylation coupling (R-R') product of cysteine and fumaric acid(add Na+), with the error of 0.0."
184.121679,0.18%,"adduct of lysine with CH3 radical(add Na+); decarboxylation coupling (RCOOR') product of proline and proline(self), with the error of 0.0017. "
164.120027,0.08%,"adduct of lysine with OH radical(add H+); adduct of ornithine with CH3O radical(add H+); adduct of proline with CH3O radical(add NH4+); adduct of hydroxyproline with CH3 radical(add NH4+), with the error of 0.003. decarboxylation coupling (R-R') product of ornithine and cysteine(add H+); decarboxylation coupling (R-R') product of cysteine and proline(add NH4+), with the error of 0.002."
150.0589,16.98%,"adduct of malic acid with CH3 radical(add H+), with the error of 0.0049. adduct of fumaric acid with CH3 radical(add H3O+), with the error of 0.0009.methionine(add H+), with the error of 0.0001."
166.053688,0.89%,"adduct of malic acid with CH3O radical(add H+), with the error of 0.0047. decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and glyoxylic acid(add H+); decarboxylation C-N coupling product of glyoxylic acid and 4-aminobenzoic acid(add H+), with the error of 0.0037.adduct of fumaric acid with CH3O radical(add H3O+); adduct of itaconic acid with OH radical(add H3O+); adduct of oxaloacetic acid with CH3 radical(add H3O+), with the error of 0.0007.decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and cysteine(add H+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and cysteine(add H+); adduct of methionine with OH radical(self); decarboxylation coupling (R-R') product of cysteine and malic acid(add H+), with the error of 0.0003.decarboxylation coupling (R-R') product of glyoxylic acid and n-acetyl cysteine(add H3O+), with the error of 0.0033.decarboxylation coupling (R-R') product of cysteine and fumaric acid(add H3O+), with the error of 0.0043."
165.041333,0.15%,"adduct of malic acid with CH3O radical(self), with the error of 0.0003. decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and glyoxylic acid(self); decarboxylation C-N coupling product of glyoxylic acid and 4-aminobenzoic acid(self), with the error of 0.0007.decarboxylation coupling (R-R') product of oxaloacetic acid and malonic acid(add H3O+); decarboxylation coupling (RCOOR') product of pyruvic acid and malonic acid(add H3O+), with the error of 0.0027.itaconic acid add 1 oxygen(add H3O+); alpha-ketoglutaric acid(add H3O+), with the error of 0.0037.decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and cysteine(self); decarboxylation coupling (R-R') product of cysteine and malic acid(self); decarboxylation C-N coupling product of 3-hydroxypropionic acid and cysteine(self), with the error of 0.0047."
168.990222,0.09%,"adduct of malic acid with Cl radical(self), with the error of 0.0008. "
152.032297,0.37%,"adduct of malic acid with OH radical(add H+), with the error of 0.0007. adduct of fumaric acid with OH radical(add H3O+), with the error of 0.0047."
158.021713,0.03%,"adduct of malonic acid with CH3O radical(add Na+); guanine de-NH2 product(add Na+), with the error of 0.0017. decarboxylation coupling (RCOOR') product of pyruvic acid and fumaric acid(self); decarboxylation coupling (R-R') product of oxaloacetic acid and fumaric acid(self); decarboxylation coupling (RCOOR') product of glyoxylic acid and itaconic acid(self), with the error of 0.0007.adduct of o-phosphorylethanolamine with OH radical(self), with the error of 0.0003.decarboxylation coupling (R-R') product of cysteine and malonic acid(add Na+), with the error of 0.0033."
135.016933,0.09%,"adduct of malonic acid with NO radical(add H+); uracil(add Na+), with the error of 0.0001. adduct of 4-pentenoic acid with Cl radical(self), with the error of 0.0041."
152.047936,0.19%,"adduct of malonic acid with NO radical(add NH4+); decarboxylation coupling (R-R') product of cysteine and cysteine(self), with the error of 0.0039. adduct of betaine with Cl radical(self); adduct of valine with Cl radical(self), with the error of 0.0001."
144.006139,0.03%,"adduct of malonic acid with OH radical(add Na+), with the error of 0.0021. decarboxylation coupling (RCOOR') product of glyoxylic acid and fumaric acid(self), with the error of 0.0011.cysteine(add Na+), with the error of 0.0039."
185.03299,0.21%,"adduct of methionine with Cl radical(add H+), with the error of 0.005. adduct of uric acid with OH radical(self), with the error of 0.002."
207.01468,0.10%,"adduct of methionine with Cl radical(add Na+), with the error of 0.0047. adduct of citrate with OH radical(add H+), with the error of 0.0013."
178.058982,0.24%,"adduct of n-acetyl cysteine with CH3 radical(self); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and cysteine(add H+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and cysteine(add H+); decarboxylation C-N coupling product of alpha-ketobutyric acid and cysteine(add H+), with the error of 0.005. histidine(add Na+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and cytosine(add Na+), with the error of 0.0.adduct of itaconic acid with NO radical(add NH4+), with the error of 0.001."
213.075381,0.52%,"adduct of n-acetyl cysteine with CH3O radical(add H3O+), with the error of 0.0034. decarboxylation C-N coupling product of malonic acid and histidine(self); decarboxylation coupling (RCOOR') product of histidine and malonic acid(self), with the error of 0.0014.decarboxylation coupling (R-R') product of cysteine and n-acetyl cysteine(add H3O+), with the error of 0.0016."
